Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
2960,Borno,Rural,2941364,158,1.17,4.43,9.2,51.6,86.4,48.0,40.5,27.0,66.3,51.8,Low
2961,Kwara,Rural,4589640,1040,2.96,7.12,31.2,94.9,90.1,60.8,83.3,88.4,44.0,86.9,High
2962,Ekiti,Urban,2624069,76,2.25,6.37,24.7,91.7,93.7,65.3,60.3,57.2,22.4,76.5,High
2963,Gombe,Urban,1347306,848,2.44,2.62,53.3,68.8,94.6,67.7,47.1,52.1,23.2,72.3,Moderate
2964,Kaduna,Rural,4558275,924,0.48,5.64,61.8,65.9,60.0,59.9,92.9,82.7,103.9,58.1,Moderate
2965,Niger,Rural,2957307,1023,2.26,5.76,26.4,80.5,97.3,38.8,71.9,35.3,13.4,78.1,High
2966,Kebbi,Urban,3441830,875,0.59,10.46,62.4,92.2,58.2,36.9,86.2,96.2,5.5,79.9,High
2967,Benue,Rural,3826421,40,3.15,7.93,19.4,51.0,43.2,45.8,92.2,76.2,28.7,78.2,High
2968,Benue,Urban,934160,825,1.23,3.98,78.0,72.7,66.8,32.3,37.0,45.2,116.9,60.6,Moderate
2969,Kwara,Urban,653666,235,1.44,6.72,2.9,54.7,39.3,23.8,38.2,67.2,62.6,55.5,Moderate
2970,Katsina,Urban,230260,783,1.27,9.41,57.5,54.2,63.4,79.1,54.8,39.4,98.0,60.5,Moderate
2971,Edo,Urban,2658347,1022,2.72,0.64,36.9,50.8,79.4,43.0,50.0,23.0,21.2,65.5,Moderate
2972,Ogun,Urban,2102811,700,1.96,7.46,14.0,94.5,53.2,61.5,68.0,75.0,104.9,64.4,Moderate
2973,Adamawa,Rural,1190415,1082,0.2,5.28,7.4,71.2,32.3,41.0,63.1,68.5,71.9,44.6,Low
2974,Taraba,Urban,3562710,1141,0.27,6.99,52.8,77.9,42.7,82.1,66.6,53.1,48.0,53.3,Low
2975,Anambra,Rural,744216,584,0.37,5.0,79.2,79.7,41.3,38.9,60.5,37.9,118.3,53.0,Low
2976,Nasarawa,Urban,3387021,91,2.65,7.15,18.2,40.6,91.7,30.1,93.0,47.0,95.9,73.7,Moderate
2977,Taraba,Urban,579413,483,1.71,7.77,83.8,95.2,64.0,53.4,52.5,71.6,76.7,77.1,High
2978,Edo,Rural,2196831,86,0.63,3.13,11.7,59.5,42.0,58.7,87.0,33.7,71.1,42.6,Low
2979,Gombe,Urban,4293460,1109,0.44,7.32,72.8,54.7,77.2,75.0,50.4,80.9,47.3,62.6,Moderate
2980,Jigawa,Rural,1867686,828,1.44,4.08,51.8,66.8,33.6,50.9,73.4,85.6,25.0,63.4,Moderate
2981,Kebbi,Urban,4577017,1019,1.47,7.38,45.4,68.2,54.2,83.6,74.8,71.2,37.2,65.3,Moderate
2982,Delta,Urban,702659,474,1.3,0.66,63.6,84.1,96.9,60.1,33.7,34.9,56.0,60.2,Moderate
2983,Niger,Rural,204237,246,2.69,11.9,60.6,40.1,43.3,35.4,85.6,49.6,53.4,82.6,High
2984,Ogun,Urban,1510871,794,0.22,4.09,4.6,92.3,76.7,84.3,93.4,45.8,5.8,52.4,Low
2985,Lagos,Urban,2506477,117,0.24,7.02,8.4,62.9,49.1,69.4,57.5,94.0,31.6,50.7,Low
2986,Osun,Rural,437563,694,3.17,11.46,17.8,40.5,62.8,64.9,38.4,82.7,38.9,78.7,High
2987,Kebbi,Rural,3749175,486,2.68,7.44,54.9,61.4,68.2,58.9,79.0,20.4,100.5,72.0,Moderate
2988,Borno,Urban,285977,317,2.25,2.31,36.6,53.3,71.3,25.7,85.2,38.9,25.9,69.0,Moderate
2989,Adamawa,Urban,2523404,1200,2.48,9.77,82.7,86.2,56.0,84.6,33.7,52.7,90.4,76.1,High
2990,Kebbi,Urban,1318012,273,0.63,2.72,75.3,66.0,49.8,63.2,70.0,49.0,14.8,57.4,Moderate
2991,Borno,Rural,4470154,961,2.51,10.43,53.8,76.5,87.7,65.1,76.8,47.5,50.3,84.9,High
2992,Gombe,Urban,4054309,226,3.31,6.51,60.4,89.8,66.2,72.5,38.0,84.4,68.7,81.8,High
2993,Kwara,Rural,3543593,910,1.14,11.51,9.8,55.2,79.9,27.5,50.2,83.7,40.9,71.4,Moderate
2994,Abia,Rural,3424630,667,0.8,11.03,79.6,66.2,93.7,50.5,88.1,76.4,15.6,83.8,High
2995,Bayelsa,Rural,3433268,192,1.12,11.36,56.3,72.0,62.8,72.9,43.3,20.6,19.1,68.5,Moderate
2996,Sokoto,Urban,3867463,342,1.64,4.95,19.1,91.7,37.8,63.7,61.2,62.0,103.6,54.5,Low
2997,Katsina,Rural,1139514,826,0.15,3.31,28.4,74.6,54.7,74.5,47.9,22.4,70.5,39.8,Low
2998,Jigawa,Urban,2591386,152,2.54,8.66,74.5,72.6,96.2,75.4,35.2,53.3,37.2,83.5,High
2999,Delta,Urban,1969519,137,2.93,3.42,84.9,58.7,50.1,45.7,60.1,41.7,91.6,71.6,Moderate
3000,Sokoto,Rural,870375,702,2.27,10.79,75.2,47.5,35.1,25.2,93.5,40.7,11.3,83.8,High
3001,Ekiti,Urban,876693,897,2.17,3.24,78.3,64.9,52.0,24.2,82.0,42.6,34.6,74.1,Moderate
3002,Enugu,Rural,924309,468,2.64,3.61,67.8,40.6,32.3,41.0,86.7,28.2,84.5,64.3,Moderate
3003,Akwa Ibom,Rural,4542340,887,2.26,3.84,37.3,92.2,46.7,26.8,77.2,94.8,67.5,72.6,Moderate
3004,Benue,Rural,2384633,590,2.04,8.37,28.7,84.1,33.7,56.2,82.9,38.0,6.6,70.9,Moderate
3005,Ogun,Rural,338805,202,1.74,10.13,22.0,55.8,45.4,84.1,87.3,87.7,58.9,65.8,Moderate
3006,Katsina,Urban,2181655,18,2.34,6.27,31.9,89.3,55.0,35.7,75.9,86.5,60.6,75.8,High
3007,Adamawa,Rural,1468949,1166,2.79,2.96,3.5,93.8,38.0,41.3,57.5,65.2,56.5,64.3,Moderate
3008,Ondo,Urban,3326349,825,0.12,8.83,56.5,60.9,71.3,51.4,69.4,59.7,66.0,60.9,Moderate
3009,Bayelsa,Rural,2309962,82,1.79,5.06,19.1,91.8,71.8,78.0,49.9,53.7,78.1,59.9,Moderate
3010,Adamawa,Urban,3353037,1038,2.85,8.79,78.5,77.5,94.2,44.8,81.0,60.5,107.6,89.2,High
3011,Delta,Urban,1808816,504,2.81,1.52,12.2,96.6,86.7,49.9,70.2,67.6,106.0,67.8,Moderate
3012,Ogun,Urban,3611956,368,3.35,2.63,34.4,69.4,53.9,73.6,78.9,36.9,102.9,64.7,Moderate
3013,Ekiti,Rural,4176337,486,2.43,8.54,81.5,55.4,43.1,71.4,64.3,76.0,26.7,78.7,High
3014,Ondo,Urban,4086164,544,2.46,10.42,16.9,86.3,76.7,40.1,40.4,68.1,26.3,81.8,High
3015,Zamfara,Urban,2818302,473,0.44,7.97,39.8,76.4,72.5,29.3,33.5,87.9,42.9,65.2,Moderate
3016,Plateau,Urban,3366697,614,3.34,10.89,69.0,40.1,82.9,43.7,77.5,78.4,68.0,92.9,High
3017,Bauchi,Urban,4940519,314,2.37,2.59,19.5,74.5,61.3,34.5,79.8,27.9,115.5,59.4,Moderate
3018,Kwara,Urban,1544179,542,0.34,4.19,10.5,92.4,35.1,62.6,33.5,22.3,42.7,41.3,Low
3019,Cross River,Urban,1963837,358,1.45,7.13,81.2,89.1,86.1,66.2,90.5,33.5,21.0,79.2,High
3020,Zamfara,Rural,1788115,224,3.18,6.91,67.2,70.9,52.2,65.8,85.6,24.7,93.3,76.1,High
3021,Borno,Rural,4696392,390,0.91,0.64,45.7,60.8,90.6,82.3,44.2,68.8,19.2,54.5,Low
3022,Ondo,Rural,2314562,1125,0.53,7.97,44.8,76.4,85.9,33.6,34.7,28.4,31.7,64.6,Moderate
3023,Taraba,Urban,852940,467,1.98,9.38,22.4,40.2,60.7,38.1,74.9,90.1,97.5,68.7,Moderate
3024,Plateau,Urban,180148,667,2.79,5.62,57.7,73.9,57.3,39.9,55.3,44.4,55.6,75.9,High
3025,Borno,Urban,4709083,376,3.2,11.06,28.7,95.7,65.8,75.5,93.3,63.6,16.6,90.1,High
3026,Yobe,Urban,2907253,1065,2.0,9.08,45.0,59.0,85.6,28.9,92.8,42.1,60.3,79.4,High
3027,Enugu,Urban,3793401,43,1.73,4.57,40.6,98.5,59.4,39.2,52.2,87.1,113.9,65.3,Moderate
3028,Zamfara,Urban,3663384,201,1.37,5.29,76.0,43.6,91.4,65.4,44.7,91.5,15.4,72.0,Moderate
3029,Imo,Urban,1982448,1008,3.5,11.88,51.0,59.9,45.2,58.7,63.8,77.4,101.7,83.9,High
3030,Taraba,Urban,476516,39,1.75,1.39,40.7,85.7,44.8,57.2,75.0,22.2,16.2,59.0,Moderate
3031,Kano,Urban,2554454,893,1.04,11.07,44.9,42.7,39.9,26.3,42.6,41.4,117.0,58.2,Moderate
3032,Zamfara,Urban,2862604,458,1.98,11.21,22.2,61.3,84.5,40.9,83.0,94.7,101.0,77.9,High
3033,Akwa Ibom,Rural,4048731,1133,1.38,11.02,38.6,77.5,38.9,72.9,98.1,91.6,91.0,68.4,Moderate
3034,Niger,Rural,2379343,669,2.85,11.65,3.9,53.8,78.0,65.6,30.8,97.3,16.4,80.4,High
3035,Edo,Urban,2689007,543,1.55,11.44,39.1,98.8,78.1,55.0,35.5,77.6,35.3,79.4,High
3036,Jigawa,Urban,4780978,366,0.24,11.51,32.0,45.0,91.7,44.0,77.6,45.7,60.7,64.3,Moderate
3037,FCT,Rural,707988,630,0.22,8.89,55.6,87.1,71.5,58.8,46.7,93.1,7.8,69.1,Moderate
3038,Ogun,Rural,2644841,1073,3.06,4.51,54.2,43.1,73.5,21.2,35.0,40.1,95.3,71.9,Moderate
3039,Osun,Rural,4482733,442,0.94,11.73,3.1,92.5,32.6,39.0,58.5,87.1,34.0,66.3,Moderate
3040,Kaduna,Rural,3615149,285,1.07,11.63,69.2,60.7,54.9,21.2,98.6,63.6,74.6,77.3,High
3041,Borno,Urban,945628,796,1.14,5.35,8.9,51.4,32.7,50.6,52.9,26.3,118.6,41.2,Low
3042,Adamawa,Rural,642556,1028,1.27,8.33,32.9,72.9,38.1,56.8,71.5,44.4,17.5,63.7,Moderate
3043,Benue,Urban,1968470,330,0.94,7.77,58.8,68.4,85.5,75.7,97.0,72.2,106.0,66.2,Moderate
3044,Kaduna,Rural,3235359,868,2.47,1.9,40.1,67.8,41.2,40.0,55.9,52.7,34.2,64.1,Moderate
3045,Edo,Urban,788350,505,1.03,9.25,55.4,75.8,82.4,36.3,51.3,94.4,67.4,74.7,Moderate
3046,Osun,Rural,4870889,199,3.03,7.78,24.6,84.0,77.0,69.9,94.4,67.1,86.7,79.1,High
3047,Kano,Rural,2900088,1124,2.53,3.56,71.3,97.3,92.8,57.4,51.1,90.2,71.1,81.0,High
3048,Yobe,Urban,4047933,509,0.93,5.16,75.2,86.9,40.7,68.7,68.7,86.6,62.9,62.9,Moderate
3049,Katsina,Urban,2350038,313,1.7,8.16,57.9,68.2,85.4,75.5,62.4,36.3,66.1,70.1,Moderate
3050,Osun,Rural,3616021,829,1.26,6.97,73.0,66.8,59.2,75.0,69.4,44.2,55.0,65.1,Moderate
3051,Enugu,Urban,3810818,901,2.65,8.46,8.8,47.1,43.1,43.7,56.3,40.0,44.4,66.5,Moderate
3052,Kwara,Rural,1833058,861,3.03,6.21,79.1,40.9,84.8,47.3,89.2,45.2,18.4,87.0,High
3053,Ondo,Rural,514771,286,1.72,8.11,73.0,86.3,62.9,51.3,86.9,28.8,8.9,79.6,High
3054,Taraba,Rural,3894423,673,3.39,11.95,64.2,81.1,54.8,82.6,47.7,42.3,78.6,84.2,High
3055,Kebbi,Rural,3324713,849,0.51,4.98,54.3,68.9,95.5,37.4,81.5,41.3,43.7,65.1,Moderate
3056,Enugu,Urban,3819151,338,0.78,10.02,59.3,97.3,30.2,78.8,53.0,99.0,108.3,61.5,Moderate
3057,Yobe,Rural,554920,1147,1.67,8.94,12.9,76.9,78.0,29.3,56.8,45.8,63.4,69.9,Moderate
3058,Ogun,Urban,1622029,961,2.05,3.64,79.9,49.3,90.8,83.9,86.4,21.8,52.1,68.7,Moderate
3059,Kwara,Urban,525071,997,1.55,10.56,23.9,50.2,92.4,59.0,86.8,98.1,27.6,77.9,High
3060,Plateau,Urban,3573845,599,2.13,5.08,10.5,60.9,63.0,76.6,62.2,61.5,21.1,62.4,Moderate
3061,Edo,Rural,1525824,715,2.0,1.24,11.3,51.4,76.9,57.8,31.5,86.1,59.1,55.4,Moderate
3062,Akwa Ibom,Urban,4444672,139,0.17,4.96,8.1,65.2,62.9,24.0,73.1,31.2,11.1,52.6,Low
3063,Ogun,Urban,2387974,586,0.73,9.17,64.2,88.7,70.0,29.2,95.3,57.9,31.6,77.4,High
3064,Zamfara,Rural,3577660,548,0.39,0.54,59.8,79.7,74.1,79.0,72.3,29.3,84.8,46.6,Low
3065,Kogi,Urban,738780,307,0.19,1.28,10.9,49.2,61.9,59.0,36.5,54.3,46.1,37.7,Low
3066,Ogun,Rural,1343380,454,0.14,2.67,21.1,88.0,81.7,23.9,55.4,95.2,118.1,51.7,Low
3067,Kaduna,Urban,4495133,1035,2.03,11.16,70.6,72.9,44.3,51.3,90.8,73.4,106.8,78.1,High
3068,Edo,Rural,4033734,289,1.08,3.29,61.7,54.2,73.3,60.9,52.4,78.1,6.1,63.7,Moderate
3069,Ebonyi,Rural,3770467,308,2.41,1.41,39.7,52.1,35.1,30.3,33.2,86.5,45.5,61.2,Moderate
3070,Osun,Rural,4992431,502,1.01,10.18,54.6,79.9,78.5,36.0,62.1,51.2,69.2,73.1,Moderate
3071,Ebonyi,Rural,4077596,536,2.58,10.62,45.7,89.1,89.4,25.2,41.8,61.6,55.2,88.8,High
3072,Lagos,Rural,2679795,384,1.77,6.69,78.3,44.9,50.3,48.8,78.6,87.7,24.0,75.0,High
3073,Abia,Rural,908024,1170,2.93,3.74,63.7,68.7,35.1,53.4,39.7,42.6,35.3,69.6,Moderate
3074,Sokoto,Urban,2491970,820,0.29,7.34,68.8,54.7,77.5,49.7,98.2,34.2,46.9,64.0,Moderate
3075,Katsina,Rural,3148571,820,0.82,4.61,4.5,74.4,55.5,78.7,75.7,22.4,18.1,49.1,Low
3076,Osun,Rural,4808247,400,1.58,3.09,74.6,87.9,62.9,65.1,79.9,76.6,118.5,64.4,Moderate
3077,Ondo,Urban,3851249,446,0.37,11.44,31.8,96.1,85.3,84.9,30.5,94.6,86.1,63.5,Moderate
3078,Zamfara,Urban,3520630,330,0.86,7.35,69.3,78.9,35.8,77.6,30.4,72.2,113.6,54.2,Low
3079,Abia,Rural,698821,437,0.31,9.69,47.8,90.3,93.4,30.4,80.1,90.8,6.8,79.3,High
3080,Jigawa,Urban,2913799,1121,1.86,4.35,72.3,75.0,93.9,23.4,93.2,44.7,14.8,82.8,High
3081,Kebbi,Urban,745462,656,2.54,10.1,70.8,44.9,87.3,66.2,32.1,82.1,115.0,77.7,High
3082,Anambra,Urban,4092629,841,2.62,11.11,60.7,73.8,52.6,82.9,91.7,92.8,77.1,82.7,High
3083,Anambra,Rural,2203091,1038,2.12,2.69,75.8,90.9,85.0,83.8,64.1,58.3,55.3,71.9,Moderate
3084,Anambra,Rural,2259994,1034,2.96,4.32,14.4,67.9,30.6,37.8,42.4,51.7,35.0,65.1,Moderate
3085,Benue,Urban,2567499,1160,1.48,1.76,62.5,69.0,88.8,77.2,81.0,32.6,94.4,58.7,Moderate
3086,Kogi,Rural,402645,1150,1.98,9.57,33.8,61.8,68.4,81.6,69.2,73.0,104.2,67.1,Moderate
3087,Jigawa,Urban,2235877,306,0.64,6.16,47.5,90.2,52.5,23.0,48.7,42.9,108.8,57.0,Moderate
3088,Ondo,Rural,1532930,851,2.63,6.18,54.2,71.3,34.2,42.5,33.0,45.9,19.2,72.0,Moderate
3089,Kaduna,Urban,96791,921,1.81,10.59,80.6,66.2,50.2,36.6,58.4,64.5,63.1,79.1,High
3090,Oyo,Urban,1942732,967,3.42,8.08,8.5,78.5,33.0,54.8,92.2,37.4,46.4,75.0,High
3091,Ogun,Urban,723838,946,1.4,8.98,58.7,58.5,38.4,49.8,35.8,23.0,96.6,58.4,Moderate
3092,Kaduna,Rural,3091621,945,1.25,11.56,61.0,71.7,30.4,78.4,93.0,63.7,25.6,71.5,Moderate
3093,Ebonyi,Urban,4690860,486,1.56,6.59,37.5,68.5,85.1,48.2,63.7,74.4,74.5,69.0,Moderate
3094,Kwara,Rural,4535692,464,1.08,10.44,23.5,40.6,73.8,71.7,37.6,32.5,114.5,53.1,Low
3095,Akwa Ibom,Rural,4948925,558,0.73,11.47,40.5,97.4,84.2,23.5,66.1,65.5,24.6,80.0,High
3096,Ebonyi,Rural,3447425,274,2.84,8.41,54.1,85.6,70.8,75.1,98.2,62.6,15.4,87.2,High
3097,Bauchi,Rural,1462662,106,0.26,2.99,10.0,40.9,68.6,22.5,54.7,85.1,9.4,51.6,Low
3098,Katsina,Urban,3333511,907,2.59,5.08,22.0,43.7,92.2,80.3,72.7,89.9,76.6,68.5,Moderate
3099,Ekiti,Rural,505927,281,3.15,9.16,38.2,64.4,97.8,46.4,85.6,47.4,103.9,84.3,High
3100,Jigawa,Rural,435880,1135,2.74,3.3,73.5,70.3,43.0,29.4,34.2,31.7,42.5,71.4,Moderate
3101,Yobe,Rural,862863,1107,3.48,11.01,34.1,55.8,72.3,56.3,94.3,84.7,99.6,86.9,High
3102,Rivers,Rural,2070371,1164,3.21,7.81,25.9,46.9,33.9,23.3,30.3,50.8,67.1,70.5,Moderate
3103,Taraba,Rural,370036,796,0.85,0.81,2.5,65.4,45.5,72.8,87.7,76.5,5.2,47.3,Low
3104,Katsina,Urban,533897,548,1.0,10.42,58.7,67.7,73.0,20.3,49.5,89.8,117.4,71.9,Moderate
3105,Anambra,Rural,468870,252,1.67,1.95,56.4,74.0,41.0,49.6,48.1,29.0,26.6,58.3,Moderate
3106,Kaduna,Urban,4116083,639,3.14,6.77,80.9,94.0,52.7,51.3,92.3,60.1,5.0,92.2,High
3107,Cross River,Rural,662084,664,0.13,2.34,15.7,59.2,30.2,30.6,51.7,34.5,47.6,38.7,Low
3108,Kogi,Urban,3082008,260,2.96,10.83,11.7,59.4,47.4,25.2,85.3,63.7,59.5,80.1,High
3109,Kaduna,Urban,1116825,55,0.77,10.45,63.9,47.1,66.6,37.4,65.4,48.3,15.6,71.5,Moderate
3110,Enugu,Urban,1342053,978,3.39,11.27,2.3,55.2,93.8,83.5,80.7,49.5,43.1,82.4,High
3111,Ekiti,Urban,4809285,318,1.45,7.69,67.1,62.6,69.5,79.6,48.3,37.9,58.5,64.9,Moderate
3112,Delta,Rural,1082623,426,2.38,2.55,18.9,42.9,97.5,43.9,43.7,84.1,55.5,66.4,Moderate
3113,Lagos,Rural,1641261,892,1.7,7.51,26.7,45.1,74.5,54.8,86.2,64.8,107.8,63.2,Moderate
3114,Jigawa,Rural,3579195,1140,1.08,11.63,31.0,80.9,35.8,39.9,81.0,44.9,116.4,62.7,Moderate
3115,Benue,Rural,4668695,1195,2.67,4.73,64.6,74.4,98.5,79.5,56.3,38.4,80.1,74.2,Moderate
3116,Gombe,Urban,4396527,1085,1.7,5.22,20.9,97.6,82.4,28.4,30.5,32.3,99.8,62.9,Moderate
3117,Adamawa,Rural,98383,59,2.23,3.25,56.9,62.8,83.0,41.1,72.1,76.4,22.7,76.6,High
3118,Delta,Rural,409236,338,2.73,3.32,71.3,94.1,94.1,47.9,50.9,23.2,62.5,78.5,High
3119,Ekiti,Urban,4703608,1086,1.65,5.98,44.0,64.7,59.4,46.9,32.0,36.2,119.5,56.7,Moderate
3120,Kaduna,Rural,4244179,113,3.42,2.19,17.8,90.4,68.9,21.9,72.0,98.5,67.3,79.6,High
3121,Niger,Urban,3437026,952,2.23,5.87,10.2,80.9,57.3,26.8,68.9,72.2,105.8,66.3,Moderate
3122,Nasarawa,Urban,1389066,1006,1.87,11.83,16.4,78.3,34.7,47.5,95.4,50.6,6.6,75.5,High
3123,Bauchi,Rural,1175453,331,2.08,4.08,73.8,61.8,67.6,37.3,52.3,93.4,53.6,74.7,Moderate
3124,Enugu,Rural,4737257,18,2.23,1.66,52.7,86.4,98.5,48.8,45.0,23.3,12.2,72.4,Moderate
3125,Jigawa,Urban,1663947,532,2.18,11.01,30.7,82.8,47.8,54.5,61.5,65.3,113.6,70.8,Moderate
3126,Bauchi,Urban,3592987,875,1.49,9.65,46.8,94.2,61.6,67.9,39.3,24.7,16.5,70.4,Moderate
3127,Sokoto,Rural,4712239,27,2.63,5.27,6.7,94.4,71.8,57.6,73.8,44.0,78.6,68.4,Moderate
3128,Niger,Rural,243982,598,2.95,2.93,45.5,94.4,74.3,41.7,93.6,39.1,17.3,81.4,High
3129,Bauchi,Rural,1451639,254,3.48,1.42,67.3,58.9,67.3,61.4,46.2,78.0,28.0,77.5,High
3130,Borno,Rural,4618577,335,2.95,8.19,34.2,48.1,63.2,59.1,96.6,39.9,27.6,78.2,High
3131,Ondo,Rural,3413609,528,1.6,8.81,5.2,78.3,72.5,46.6,39.3,61.7,99.9,62.3,Moderate
3132,Katsina,Rural,2926828,266,3.14,9.29,29.6,66.5,58.0,45.1,38.1,68.5,60.9,78.7,High
3133,Anambra,Rural,1409098,287,1.14,4.45,72.9,48.8,53.1,71.2,57.7,33.8,25.5,58.3,Moderate
3134,Ebonyi,Rural,2007762,1150,3.44,5.33,53.1,42.6,76.0,26.4,98.2,40.5,31.2,85.4,High
3135,Cross River,Urban,3054392,527,1.45,6.68,20.1,54.0,39.3,33.2,67.0,79.3,65.3,60.0,Moderate
3136,Jigawa,Urban,4743932,649,1.51,6.26,37.0,73.2,91.6,83.9,34.2,48.5,47.9,63.2,Moderate
3137,Nasarawa,Urban,488615,168,0.74,8.0,8.6,58.0,83.3,30.5,40.1,38.3,47.0,58.5,Moderate
3138,Akwa Ibom,Urban,103308,106,0.56,5.42,73.5,90.5,73.9,22.4,85.2,26.0,74.6,66.8,Moderate
3139,Anambra,Urban,4030984,1072,2.11,5.44,31.5,79.3,90.2,40.1,95.1,93.9,33.6,80.6,High
3140,Abia,Rural,1567481,277,3.05,10.32,12.8,83.4,63.9,39.4,82.4,74.6,97.5,81.6,High
3141,Ebonyi,Urban,3503306,822,1.22,8.26,49.4,95.1,61.6,80.5,43.6,59.4,115.2,60.7,Moderate
3142,Bauchi,Urban,4199741,200,1.34,9.4,35.2,92.3,33.2,49.1,73.3,73.6,51.5,68.4,Moderate
3143,Niger,Rural,2106881,645,0.79,11.0,2.1,48.7,32.3,21.5,48.6,31.7,57.7,53.9,Low
3144,Ekiti,Rural,4236648,1014,2.92,7.93,65.3,64.4,39.7,48.0,77.3,48.1,102.4,75.2,High
3145,Yobe,Rural,2930327,745,2.37,3.53,8.8,64.3,40.8,44.3,69.5,47.8,87.5,56.7,Moderate
3146,Katsina,Urban,4491075,347,2.12,10.85,43.0,58.7,94.3,32.2,48.0,25.5,44.6,80.2,High
3147,Cross River,Rural,3891853,581,2.68,1.07,73.6,63.6,95.0,67.4,31.4,72.1,77.1,70.6,Moderate
3148,Plateau,Rural,501244,614,1.07,9.41,20.9,85.8,97.3,58.6,51.3,73.6,65.4,69.4,Moderate
3149,Rivers,Urban,2531510,220,3.49,10.83,80.3,47.6,73.9,69.7,79.6,92.2,60.3,94.0,High
3150,Kaduna,Urban,4310255,348,1.99,0.62,39.4,93.0,75.5,24.8,32.2,65.2,69.3,64.7,Moderate
3151,Oyo,Urban,1559399,592,2.05,3.35,33.5,55.3,38.4,52.7,59.2,60.0,115.4,53.3,Low
3152,Imo,Urban,2268779,728,1.83,1.32,30.4,61.5,68.9,56.9,55.0,87.0,65.8,58.5,Moderate
3153,Osun,Urban,4362687,51,3.13,4.53,11.7,48.7,83.2,38.6,93.4,41.7,87.4,71.2,Moderate
3154,Jigawa,Rural,222384,977,1.48,8.0,7.9,83.3,70.8,59.7,50.2,45.5,56.7,62.3,Moderate
3155,Delta,Urban,4335451,171,0.77,8.45,71.1,49.2,41.3,61.4,84.8,34.4,40.5,61.6,Moderate
3156,Kwara,Urban,3774109,61,1.15,3.52,43.2,72.7,70.3,69.9,73.9,56.0,61.1,58.1,Moderate
3157,Imo,Urban,1140535,885,2.19,11.39,61.9,77.7,94.4,45.0,45.0,55.1,25.6,88.7,High
3158,Gombe,Rural,4387858,1031,1.2,2.26,81.5,69.3,66.2,36.6,63.9,58.0,76.5,63.5,Moderate
3159,Benue,Rural,3086245,577,1.76,4.28,60.1,78.5,72.8,60.4,87.7,35.4,70.1,67.5,Moderate
3160,Delta,Urban,3403517,310,0.97,10.46,68.9,72.2,45.5,53.0,55.0,96.9,107.4,67.6,Moderate
3161,Ondo,Rural,879284,749,2.61,0.71,36.8,94.2,37.2,59.2,69.8,33.1,111.8,56.7,Moderate
3162,Enugu,Rural,4203231,684,2.27,8.95,18.0,52.1,97.3,49.0,94.9,38.0,96.2,72.9,Moderate
3163,Adamawa,Urban,413534,361,3.14,10.62,53.1,65.0,36.5,50.2,54.9,24.0,17.9,81.4,High
3164,Osun,Urban,91931,728,1.77,5.38,57.0,85.5,54.6,73.1,66.0,92.3,104.9,65.4,Moderate
3165,Abia,Rural,1859974,1025,0.47,1.94,29.0,70.3,75.0,76.8,84.2,35.3,75.6,46.0,Low
3166,Plateau,Rural,3277936,393,2.93,4.91,51.6,50.1,68.4,61.2,92.6,74.0,86.5,74.2,Moderate
3167,Enugu,Rural,1174054,63,0.67,10.97,58.1,68.1,43.4,25.0,90.8,32.9,34.9,70.2,Moderate
3168,Borno,Rural,2316316,656,1.58,5.63,18.0,45.7,89.4,39.5,75.1,41.1,95.0,60.5,Moderate
3169,Zamfara,Urban,4186942,924,3.39,7.11,82.7,85.0,56.5,61.1,76.2,63.7,5.7,92.3,High
3170,Katsina,Urban,4593582,329,3.3,1.36,31.4,90.4,45.8,61.4,66.4,20.4,56.1,65.8,Moderate
3171,Kogi,Urban,2347545,578,1.26,7.93,11.8,41.8,43.2,62.4,60.0,30.3,7.2,55.1,Moderate
3172,Bayelsa,Rural,507952,563,2.91,4.79,37.7,93.8,72.7,72.4,80.2,74.2,96.6,74.4,Moderate
3173,Kwara,Rural,3361903,752,0.86,11.94,65.8,40.1,42.8,62.5,53.6,49.9,40.0,64.8,Moderate
3174,Sokoto,Rural,226260,321,2.62,10.65,62.2,74.7,62.9,83.3,35.8,24.6,5.3,79.8,High
3175,Niger,Urban,3197467,694,0.88,1.13,67.0,92.6,59.4,65.7,38.1,75.5,78.2,54.5,Low
3176,Abia,Rural,4480738,153,0.81,10.13,40.4,89.3,84.5,40.9,83.5,89.0,24.0,78.8,High
3177,Borno,Urban,3672458,825,2.24,10.07,14.4,51.9,94.5,72.2,56.1,47.8,11.5,75.0,High
3178,Zamfara,Rural,3766699,892,0.47,7.44,20.3,90.0,61.7,41.6,34.0,29.4,57.9,54.5,Low
3179,Jigawa,Rural,630713,314,2.38,1.69,49.7,56.8,60.6,56.9,72.9,73.2,68.2,64.6,Moderate
3180,Zamfara,Urban,2197191,453,0.57,10.42,44.4,41.1,76.2,51.9,65.7,76.3,57.0,65.0,Moderate
3181,Edo,Urban,152426,83,1.62,7.65,83.9,83.7,67.1,48.0,42.2,97.9,110.9,74.6,Moderate
3182,Enugu,Rural,3844399,320,2.02,5.56,76.6,55.2,86.2,58.4,54.5,29.1,119.3,66.8,Moderate
